instance,alg,pop,diversity,run,best,n_evals,time
2203,single,10,random_replacement,0,-284.0,13141,0.9083962440490723
2203,single,10,random_replacement,1,-271.0,24329,1.6642653942108154
2203,single,10,random_replacement,2,-277.0,26955,1.8414227962493896
2203,single,10,random_replacement,3,-270.0,50323,3.4357385635375977
2203,single,10,random_replacement,4,-265.0,21962,1.5012421607971191
2203,single,10,random_replacement,5,-285.0,44972,3.068085193634033
2203,single,10,random_replacement,6,-287.0,74192,5.093533039093018
2203,single,10,random_replacement,7,-286.0,22270,1.5253455638885498
2203,single,10,random_replacement,8,-289.0,72799,4.975059270858765
2203,single,10,random_replacement,9,-259.0,55200,3.790137529373169
2203,single,10,random_replacement,10,-290.0,18531,1.2746360301971436
2203,single,10,random_replacement,11,-268.0,44271,3.0150444507598877
2203,single,10,random_replacement,12,-297.0,33755,2.3131182193756104
2203,single,10,random_replacement,13,-284.0,59193,4.033129453659058
2203,single,10,random_replacement,14,-289.0,51047,3.4782538414001465
2203,single,10,random_replacement,15,-286.0,29134,1.989457368850708
2203,single,10,random_replacement,16,-271.0,14354,0.9791667461395264
2203,single,10,random_replacement,17,-276.0,51677,3.536336898803711
2203,single,10,random_replacement,18,-284.0,27665,1.893456220626831
2203,single,10,random_replacement,19,-290.0,18939,1.3242766857147217
2203,single,10,random_replacement,20,-287.0,41744,2.868683338165283
2203,single,10,random_replacement,21,-287.0,24694,1.685354232788086
2203,single,10,random_replacement,22,-292.0,27195,1.8535196781158447
2203,single,10,random_replacement,23,-281.0,10653,0.7287728786468506
2203,single,10,random_replacement,24,-257.0,25324,1.7221345901489258
2203,single,10,random_replacement,25,-285.0,36112,2.4701266288757324
2203,single,10,random_replacement,26,-276.0,34359,2.351515293121338
2203,single,10,random_replacement,27,-269.0,38293,4.281438827514648
2203,single,10,random_replacement,28,-276.0,14798,2.6277379989624023
2203,single,10,random_replacement,29,-272.0,47746,8.704465866088867
2203,single,10,fitness_sharing,0,-290.0,48490,8.435465812683105
2203,single,10,fitness_sharing,1,-276.0,29237,5.104424953460693
2203,single,10,fitness_sharing,2,-293.0,82795,14.370975255966187
2203,single,10,fitness_sharing,3,-265.0,41637,7.05591607093811
2203,single,10,fitness_sharing,4,-270.0,38277,6.449253559112549
2203,single,10,fitness_sharing,5,-268.0,32958,5.730664014816284
2203,single,10,fitness_sharing,6,-293.0,67553,11.74097752571106
2203,single,10,fitness_sharing,7,-261.0,26185,4.501744270324707
2203,single,10,fitness_sharing,8,-270.0,29927,5.11182165145874
2203,single,10,fitness_sharing,9,-273.0,61135,10.260900497436523
2203,single,10,fitness_sharing,10,-291.0,37109,6.433956623077393
2203,single,10,fitness_sharing,11,-288.0,90845,15.689732074737549
2203,single,10,fitness_sharing,12,-269.0,50418,8.664042711257935
2203,single,10,fitness_sharing,13,-289.0,36632,6.2689478397369385
2203,single,10,fitness_sharing,14,-281.0,38876,6.806359767913818
2203,single,10,fitness_sharing,15,-285.0,30022,5.261101722717285
2203,single,10,fitness_sharing,16,-294.0,16782,2.970275402069092
2203,single,10,fitness_sharing,17,-256.0,33578,5.8127360343933105
2203,single,10,fitness_sharing,18,-245.0,36176,6.151246070861816
2203,single,10,fitness_sharing,19,-285.0,41344,7.202870607376099
2203,single,10,fitness_sharing,20,-278.0,26937,4.833735942840576
2203,single,10,fitness_sharing,21,-292.0,11920,2.0499768257141113
2203,single,10,fitness_sharing,22,-258.0,26735,4.68220591545105
2203,single,10,fitness_sharing,23,-286.0,34859,6.065225124359131
2203,single,10,fitness_sharing,24,-277.0,16474,3.2638533115386963
2203,single,10,fitness_sharing,25,-274.0,35098,6.1491382122039795
2203,single,10,fitness_sharing,26,-287.0,61542,10.576717853546143
2203,single,10,fitness_sharing,27,-275.0,45768,8.028969287872314
2203,single,10,fitness_sharing,28,-281.0,40996,7.063230276107788
2203,single,10,fitness_sharing,29,-270.0,46046,8.208175659179688
