evaluations raw_y
1 -2851.0000000000
2 694863.8112162024
6 695755.6209586512
13 696825.2232575567
20 696875.8839234434
23 697496.2030923903
76 697701.8804026423
81 698119.3561789219
82 698413.1958726665
102 699316.1006528863
105 699757.9007232831
112 700355.8009484928
113 701312.4971739419
145 702273.5154351896
154 702302.9615434983
201 702395.3723152481
212 703285.1501627048
235 703576.3587205429
325 703702.5212063980
346 703927.4652005023
380 704153.1434762783
386 704997.0893770056
393 705680.6530672619
451 705793.7932746357
578 706629.6776256636
591 707320.9748048056
609 707436.6038723062
688 707798.3949723325
718 707848.4405956214
972 708066.6473356466
992 708372.9301604180
1052 708622.1223463829
1067 709075.3640746953
1183 709399.9725047427
1189 710218.9412979359
1306 710553.2335417364
1533 710847.3191166819
1546 710862.1130869973
1635 711406.2717113773
2025 711626.2344840849
2045 712900.6789736677
2084 712990.6310102202
2093 713877.6603865309
2121 714413.0731514180
2237 714689.6362463685
2347 714909.6998689139
2390 716730.0040790301
2658 716973.8056976020
2671 717944.9597760726
2720 718074.3234095022
2734 718450.5350916552
2817 718895.9589669183
2861 719638.4712820807
3459 719892.1553377716
3461 720278.7148344212
3514 720959.8129323834
3538 721038.0773835720
3568 721089.5521862619
3668 721297.2289805441
3714 721992.7370850607
3781 722356.3165768120
3993 723762.2759872228
4284 723966.4951347114
4518 724178.4148453535
4531 724691.9839631551
4850 724865.8465250169
4910 725345.7816589245
5248 726274.1431029456
5307 726443.5922597313
5635 727373.4658259589
5666 728098.5373406700
5867 728217.3889173205
5972 728787.1845827053
6000 729636.0530972455
6723 730678.5345712481
6962 730729.8422088737
7061 731523.9897405292
7105 731718.8048823297
7406 732447.7666617648
7802 732841.3885012541
7963 734011.4870020159
8128 734665.4501306330
8408 735275.3574888228
9005 735387.1321519706
9432 735791.7523585353
9618 736381.4654238290
9738 736709.6202269192
9929 737347.9385799310
10000 65485.0062357896
