evaluations raw_y
1 0.0000000000
3 6.5600000000
4 7.4900000000
5 45.2300000000
17 60.9800000000
36 62.0700000000
37 72.4100000000
43 76.7000000000
49 81.2200000000
66 86.6000000000
67 87.9800000000
70 101.4200000000
97 105.6500000000
101 109.8100000000
111 113.9900000000
116 120.0700000000
125 148.4700000000
143 152.1800000000
178 154.7000000000
182 170.9900000000
183 178.1900000000
185 184.0500000000
186 191.3100000000
210 193.4100000000
220 198.0700000000
298 202.8200000000
299 203.7200000000
300 214.2100000000
343 232.6700000000
346 235.7100000000
369 257.4200000000
413 284.9700000000
446 286.5100000000
521 287.1800000000
532 293.9800000000
548 309.6100000000
631 321.8800000000
779 329.4400000000
858 338.3700000000
984 343.0800000000
1004 345.8100000000
1052 356.6000000000
1070 368.5700000000
1075 391.2600000000
1168 396.6600000000
1179 399.0000000000
1201 424.6500000000
1226 437.7000000000
1231 443.5000000000
1278 457.9500000000
1294 458.5100000000
1321 473.1300000000
1604 478.9600000000
1626 492.6200000000
1633 501.2700000000
1691 508.6900000000
1701 510.1400000000
1703 531.1800000000
1720 535.9400000000
1826 537.7900000000
1953 543.4000000000
1954 552.7400000000
1976 553.6000000000
2069 556.5400000000
2602 560.7100000000
2624 562.7700000000
2639 571.2900000000
2670 578.2300000000
2679 598.0100000000
2875 607.3900000000
3037 655.0400000000
3052 663.7000000000
3089 669.2400000000
3090 670.4300000000
3102 677.2800000000
3118 681.9700000000
3169 699.8300000000
3221 700.2100000000
3240 709.5900000000
3249 722.6900000000
3258 725.3500000000
3303 726.5200000000
3364 747.5500000000
4227 749.2400000000
4267 751.2500000000
4307 756.3700000000
4550 762.3800000000
4744 762.9000000000
5782 763.1700000000
5863 775.7000000000
6074 778.8100000000
6227 782.0400000000
6278 793.1900000000
6637 797.6300000000
6658 803.8600000000
6699 804.3600000000
6702 816.4700000000
7170 830.0600000000
7335 837.5100000000
7356 848.2300000000
7357 848.5300000000
7368 848.5500000000
7369 856.2100000000
7397 864.6900000000
7615 870.0200000000
7645 872.9800000000
7650 888.6800000000
7710 889.7400000000
7721 892.5700000000
7737 892.6800000000
7803 894.9800000000
8236 899.1400000000
8319 899.8000000000
