evaluations raw_y
1 -271039.1000000000
2 -251132.1000000000
103 -246967.1000000000
160 -245375.1000000000
167 -241770.1000000000
222 -241565.1000000000
253 -239315.1000000000
269 -228455.1000000000
404 -227456.1000000000
407 -221798.1000000000
472 -216242.1000000000
509 -211047.1000000000
620 -205798.1000000000
758 -204824.1000000000
817 -202676.1000000000
851 -200388.1000000000
883 -196583.1000000000
952 -194539.1000000000
1014 -193925.1000000000
1052 -191200.1000000000
1056 -188410.1000000000
1131 -185879.1000000000
1148 -181211.1000000000
1203 -179695.1000000000
1274 -177958.1000000000
1306 -177226.1000000000
1320 -176539.1000000000
1353 -176116.1000000000
1416 -172490.1000000000
1523 -171049.1000000000
1556 -170234.1000000000
1668 -169877.1000000000
1681 -168076.1000000000
1710 -167955.1000000000
1739 -166677.1000000000
1762 -163909.1000000000
1820 -163597.1000000000
1931 -161014.1000000000
2065 -160243.1000000000
2110 -160119.1000000000
2119 26569.8392964186
2134 26631.0779360638
2177 26758.8848713107
2204 27372.9788360115
2388 27645.4621653944
2697 27701.1802900682
2847 27833.8870592519
2862 28113.6657953764
3121 28748.2964316451
3611 28756.6925189888
3623 28866.5662794129
3735 29098.7396964656
4338 29312.0138268641
4429 29400.0966050364
4564 29544.8012093894
4716 30150.6239015091
4961 30410.3319685634
5678 30643.2034857235
5718 30831.7311917536
6440 31041.8922192765
7089 31134.2189315047
7123 31145.9696800638
7172 31458.6489139878
7449 31515.6753373466
7652 31554.0466815473
7891 31875.8276647693
10000 -161403.1000000000
