instance,alg,pop,diversity,run,best,n_evals,time
2201,single,10,random_replacement,0,-358.0,40025,2.767098903656006
2201,single,10,random_replacement,1,-367.0,15610,1.0672082901000977
2201,single,10,random_replacement,2,-356.0,14532,0.9954204559326172
2201,single,10,random_replacement,3,-357.0,55074,3.7714881896972656
2201,single,10,random_replacement,4,-361.0,16081,1.0993423461914062
2201,single,10,random_replacement,5,-368.0,38089,2.605952501296997
2201,single,10,random_replacement,6,-345.0,40704,2.78752064704895
2201,single,10,random_replacement,7,-369.0,53454,3.6612067222595215
2201,single,10,random_replacement,8,-347.0,47592,3.258638620376587
2201,single,10,random_replacement,9,-362.0,35645,2.4403367042541504
2201,single,10,random_replacement,10,-359.0,46826,3.223980188369751
2201,single,10,random_replacement,11,-341.0,47568,3.2708444595336914
2201,single,10,random_replacement,12,-366.0,44450,3.05255126953125
2201,single,10,random_replacement,13,-364.0,43614,2.9980883598327637
2201,single,10,random_replacement,14,-363.0,26233,1.804513931274414
2201,single,10,random_replacement,15,-356.0,21484,1.4723131656646729
2201,single,10,random_replacement,16,-376.0,67709,4.650642156600952
2201,single,10,random_replacement,17,-363.0,70356,4.816413640975952
2201,single,10,random_replacement,18,-342.0,13138,0.9012713432312012
2201,single,10,random_replacement,19,-354.0,26679,1.819716215133667
2201,single,10,random_replacement,20,-375.0,46069,3.1812665462493896
2201,single,10,random_replacement,21,-363.0,46118,3.1537325382232666
2201,single,10,random_replacement,22,-372.0,47142,3.2237014770507812
2201,single,10,random_replacement,23,-372.0,65409,4.483266115188599
2201,single,10,random_replacement,24,-348.0,23682,1.622560977935791
2201,single,10,random_replacement,25,-349.0,27219,1.8623642921447754
2201,single,10,random_replacement,26,-338.0,27873,1.9003605842590332
2201,single,10,random_replacement,27,-370.0,27991,1.9215428829193115
2201,single,10,random_replacement,28,-355.0,36735,2.4931490421295166
2201,single,10,random_replacement,29,-360.0,12777,0.90519118309021
2201,single,10,fitness_sharing,0,-361.0,33452,2.3139424324035645
2201,single,10,fitness_sharing,1,-367.0,32198,2.2083547115325928
2201,single,10,fitness_sharing,2,-348.0,39479,2.7041683197021484
2201,single,10,fitness_sharing,3,-365.0,22185,1.5191657543182373
2201,single,10,fitness_sharing,4,-339.0,37145,2.53770112991333
2201,single,10,fitness_sharing,5,-353.0,51568,3.5248618125915527
2201,single,10,fitness_sharing,6,-360.0,54113,3.701195478439331
2201,single,10,fitness_sharing,7,-354.0,43061,3.027174234390259
2201,single,10,fitness_sharing,8,-379.0,56456,3.8838539123535156
2201,single,10,fitness_sharing,9,-349.0,45597,3.1448347568511963
2201,single,10,fitness_sharing,10,-257.0,10000,8.672188520431519
