instance,alg,pop,selection,run,best,n_evals,time
2200,multi,10,uniform,0,,10000,4.246261835098267
2200,multi,10,uniform,1,,10000,4.114466905593872
2200,multi,10,uniform,2,,10000,3.9176673889160156
2200,multi,10,uniform,3,,10000,4.303364992141724
2200,multi,10,uniform,4,-391.0,10000,4.733949899673462
2200,multi,10,uniform,5,,10000,4.321349620819092
2200,multi,10,uniform,6,,10000,3.893918514251709
2200,multi,10,uniform,7,,10000,4.189794301986694
2200,multi,10,uniform,8,,10000,3.878352642059326
2200,multi,10,uniform,9,,10000,4.203205585479736
2200,multi,10,uniform,10,,10000,4.247624158859253
2200,multi,10,uniform,11,,10000,4.458721160888672
2200,multi,10,uniform,12,,10000,3.9603188037872314
2200,multi,10,uniform,13,,10000,4.310201644897461
2200,multi,10,uniform,14,-381.0,10000,3.861435890197754
2200,multi,10,uniform,15,,10000,4.847148180007935
2200,multi,10,uniform,16,,10000,3.9265241622924805
2200,multi,10,uniform,17,-369.0,10000,3.906930685043335
2200,multi,10,uniform,18,,10000,4.4873621463775635
2200,multi,10,uniform,19,-364.0,10000,4.155292987823486
2200,multi,10,uniform,20,-369.0,10000,4.340902805328369
2200,multi,10,uniform,21,,10000,3.8778867721557617
2200,multi,10,uniform,22,,10000,4.118621349334717
2200,multi,10,uniform,23,,10000,4.2269885540008545
2200,multi,10,uniform,24,,10000,4.57025146484375
2200,multi,10,uniform,25,-387.0,10000,3.9229986667633057
2200,multi,10,uniform,26,,10000,4.030505657196045
2200,multi,10,uniform,27,,10000,5.298347473144531
2200,multi,10,uniform,28,-389.0,10000,4.12086033821106
2200,multi,10,uniform,29,,10000,4.161401987075806
2200,multi,10,uniform,0,-365.0,10000,3.883570671081543
2200,multi,10,uniform,1,,10000,4.305528402328491
2200,multi,10,uniform,2,-382.0,10000,3.8835830688476562
2200,multi,10,uniform,3,,10000,3.967862606048584
2200,multi,10,uniform,4,,10000,3.8815245628356934
2200,multi,10,uniform,5,,10000,3.856454372406006
2200,multi,10,uniform,6,,10000,4.051995038986206
2200,multi,10,uniform,7,,10000,3.9145047664642334
2200,multi,10,uniform,8,,10000,4.011338472366333
2200,multi,10,uniform,9,,10000,4.059485197067261
2200,multi,10,uniform,10,,10000,4.016431570053101
2200,multi,10,uniform,11,,10000,4.549502372741699
2200,multi,10,uniform,12,,10000,4.354132175445557
2200,multi,10,uniform,13,,10000,4.1230669021606445
2200,multi,10,uniform,14,,10000,3.9041712284088135
2200,multi,10,uniform,15,,10000,3.952501058578491
2200,multi,10,uniform,16,-381.0,10000,4.071834564208984
2200,multi,10,uniform,17,,10000,3.987086772918701
2200,multi,10,uniform,18,,10000,4.236105680465698
2200,multi,10,uniform,19,,10000,4.614202976226807
2200,multi,10,uniform,20,,10000,3.916691303253174
2200,multi,10,uniform,21,,10000,3.8814947605133057
2200,multi,10,uniform,22,,10000,4.25605845451355
2200,multi,10,uniform,23,,10000,4.257833003997803
2200,multi,10,uniform,24,,10000,3.8500776290893555
2200,multi,10,uniform,25,,10000,4.142029523849487
2200,multi,10,uniform,26,,10000,4.007547855377197
2200,multi,10,uniform,27,,10000,4.364027261734009
2200,multi,10,uniform,28,,10000,4.0424559116363525
2200,multi,10,uniform,29,-370.0,10000,3.8831303119659424
2200,multi,10,uniform,0,,10000,4.377663850784302
2200,multi,10,uniform,1,-374.0,10000,5.041337728500366
2200,multi,10,uniform,2,,10000,4.815144062042236
2200,multi,10,uniform,3,-376.0,10000,4.045022249221802
2200,multi,10,uniform,4,,10000,4.441143751144409
2200,multi,10,uniform,5,,10000,4.037163019180298
2200,multi,10,uniform,6,-382.0,10000,3.9362003803253174
2200,multi,10,uniform,7,-376.0,10000,4.2825610637664795
2200,multi,10,uniform,8,,10000,3.9946022033691406
2200,multi,10,uniform,9,,10000,5.126934766769409
2200,multi,10,uniform,10,-380.0,10000,3.9052846431732178
2200,multi,10,uniform,11,,10000,4.038414478302002
2200,multi,10,uniform,12,,10000,4.056879043579102
2200,multi,10,uniform,13,,10000,3.934784412384033
2200,multi,10,uniform,14,,10000,4.014369010925293
2200,multi,10,uniform,15,,10000,3.8691442012786865
2200,multi,10,uniform,16,,10000,4.078844308853149
2200,multi,10,uniform,17,,10000,4.039740085601807
2200,multi,10,uniform,18,,10000,4.094696998596191
2200,multi,10,uniform,19,,10000,4.179449796676636
2200,multi,10,uniform,20,-387.0,10000,3.888307809829712
2200,multi,10,uniform,21,,10000,4.428517818450928
2200,multi,10,uniform,22,,10000,4.09290623664856
2200,multi,10,uniform,23,-375.0,10000,4.136659383773804
2200,multi,10,uniform,24,,10000,3.859330177307129
2200,multi,10,uniform,25,,10000,4.0278480052948
2200,multi,10,uniform,26,,10000,3.919485092163086
2200,multi,10,uniform,27,,10000,4.0720038414001465
2200,multi,10,uniform,28,,10000,4.136132717132568
2200,multi,10,uniform,29,-391.0,10000,4.1522815227508545
2200,multi,20,uniform,0,,10000,4.204444646835327
2200,multi,20,uniform,1,-378.0,10000,4.364494323730469
2200,multi,20,uniform,2,-383.0,10000,4.037745237350464
2200,multi,20,uniform,3,-373.0,10000,4.06421971321106
2200,multi,20,uniform,4,-389.0,10000,4.262887477874756
2200,multi,20,uniform,5,,10000,4.232875347137451
2200,multi,20,uniform,6,,10000,4.18271279335022
2200,multi,20,uniform,7,,10000,4.113360643386841
2200,multi,20,uniform,8,,10000,3.920607566833496
2200,multi,20,uniform,9,,10000,4.057090759277344
2200,multi,20,uniform,10,,10000,3.86841082572937
2200,multi,20,uniform,11,-379.0,10000,4.391157388687134
2200,multi,20,uniform,12,-370.0,10000,4.684484004974365
2200,multi,20,uniform,13,-378.0,10000,3.9179635047912598
2200,multi,20,uniform,14,,10000,4.232314348220825
2200,multi,20,uniform,15,,10000,3.8782742023468018
2200,multi,20,uniform,16,,10000,4.212453603744507
2200,multi,20,uniform,17,,10000,4.025991916656494
2200,multi,20,uniform,18,,10000,3.985929012298584
2200,multi,20,uniform,19,,10000,4.078827857971191
2200,multi,20,uniform,20,-373.0,10000,4.481580495834351
2200,multi,20,uniform,21,-369.0,10000,3.9753611087799072
2200,multi,20,uniform,22,,10000,3.940321445465088
2200,multi,20,uniform,23,-389.0,10000,3.977208137512207
2200,multi,20,uniform,24,,10000,4.303595781326294
2200,multi,20,uniform,25,,10000,3.9335057735443115
2200,multi,20,uniform,26,,10000,3.9320199489593506
2200,multi,20,uniform,27,,10000,3.9668240547180176
2200,multi,20,uniform,28,,10000,4.215215682983398
2200,multi,20,uniform,29,-388.0,10000,3.979339838027954
2200,multi,20,uniform,0,,10000,4.339601755142212
2200,multi,20,uniform,1,,10000,4.809370279312134
2200,multi,20,uniform,2,,10000,6.617461442947388
2200,multi,20,uniform,3,,10000,4.232760190963745
2200,multi,20,uniform,4,,10000,5.145967721939087
2200,multi,20,uniform,5,,10000,3.858532667160034
2200,multi,20,uniform,6,,10000,3.9271442890167236
2200,multi,20,uniform,7,,10000,4.0501320362091064
2200,multi,20,uniform,8,,10000,3.8977603912353516
2200,multi,20,uniform,9,,10000,4.2437355518341064
2200,multi,20,uniform,10,-379.0,10000,3.9455552101135254
2200,multi,20,uniform,11,,10000,3.960409164428711
2200,multi,20,uniform,12,,10000,3.9924018383026123
2200,multi,20,uniform,13,-383.0,10000,4.0735650062561035
2200,multi,20,uniform,14,,10000,4.067325115203857
2200,multi,20,uniform,15,-390.0,10000,4.054433107376099
2200,multi,20,uniform,16,,10000,4.173947811126709
2200,multi,20,uniform,17,-356.0,10000,3.960939645767212
2200,multi,20,uniform,18,-385.0,10000,6.014591932296753
2200,multi,20,uniform,19,,10000,4.576872825622559
2200,multi,20,uniform,20,,10000,4.008140802383423
2200,multi,20,uniform,21,-381.0,10000,3.9333279132843018
2200,multi,20,uniform,22,,10000,3.912832021713257
2200,multi,20,uniform,23,,10000,4.143131971359253
2200,multi,20,uniform,24,,10000,3.9908580780029297
2200,multi,20,uniform,25,,10000,4.561465740203857
2200,multi,20,uniform,26,-393.0,10000,4.1299121379852295
2200,multi,20,uniform,27,-376.0,10000,4.629178285598755
2200,multi,20,uniform,28,,10000,4.1937761306762695
2200,multi,20,uniform,29,-387.0,10000,3.9095513820648193
2200,multi,20,uniform,0,,10000,4.259118318557739
2200,multi,20,uniform,1,,10000,4.808441400527954
2200,multi,20,uniform,2,,10000,3.8516297340393066
2200,multi,20,uniform,3,-370.0,10000,3.948540449142456
2200,multi,20,uniform,4,,10000,4.23775053024292
2200,multi,20,uniform,5,,10000,3.898141860961914
2200,multi,20,uniform,6,,10000,4.387696027755737
2200,multi,20,uniform,7,-391.0,10000,4.116485595703125
2200,multi,20,uniform,8,,10000,4.222229480743408
2200,multi,20,uniform,9,,10000,3.8808207511901855
2200,multi,20,uniform,10,-361.0,10000,4.092000246047974
2200,multi,20,uniform,11,,10000,4.807230472564697
2200,multi,20,uniform,12,,10000,4.069026231765747
2200,multi,20,uniform,13,,10000,4.435107231140137
2200,multi,20,uniform,14,,10000,4.259873390197754
2200,multi,20,uniform,15,-378.0,10000,3.9414477348327637
2200,multi,20,uniform,16,,10000,3.841547966003418
2200,multi,20,uniform,17,-373.0,10000,3.9368128776550293
2200,multi,20,uniform,18,,10000,4.000694036483765
2200,multi,20,uniform,19,,10000,4.09969162940979
2200,multi,20,uniform,20,,10000,4.192622184753418
2200,multi,20,uniform,21,,10000,4.235384225845337
2200,multi,20,uniform,22,,10000,4.147261381149292
2200,multi,20,uniform,23,,10000,3.9488484859466553
2200,multi,20,uniform,24,,10000,3.9755280017852783
2200,multi,20,uniform,25,,10000,4.41380500793457
2200,multi,20,uniform,26,,10000,3.8570406436920166
2200,multi,20,uniform,27,,10000,4.112061500549316
2200,multi,20,uniform,28,-385.0,10000,3.9423184394836426
2200,multi,20,uniform,29,,10000,4.465985536575317
2200,multi,50,uniform,0,,10000,4.224319696426392
2200,multi,50,uniform,1,,10000,3.982323408126831
2200,multi,50,uniform,2,-374.0,10000,4.09480619430542
2200,multi,50,uniform,3,,10000,3.8717355728149414
2200,multi,50,uniform,4,,10000,3.963240623474121
2200,multi,50,uniform,5,,10000,3.9671475887298584
2200,multi,50,uniform,6,-353.0,10000,4.339581489562988
2200,multi,50,uniform,7,,10000,4.199332237243652
2200,multi,50,uniform,8,,10000,4.232710361480713
2200,multi,50,uniform,9,,10000,4.3014912605285645
2200,multi,50,uniform,10,-378.0,10000,3.975876569747925
2200,multi,50,uniform,11,,10000,3.87593674659729
2200,multi,50,uniform,12,,10000,4.016321420669556
2200,multi,50,uniform,13,-391.0,10000,3.930595874786377
2200,multi,50,uniform,14,,10000,4.791756629943848
2200,multi,50,uniform,15,,10000,4.026729583740234
2200,multi,50,uniform,16,-393.0,10000,3.9537391662597656
2200,multi,50,uniform,17,-390.0,10000,4.683371543884277
2200,multi,50,uniform,18,,10000,3.877322196960449
2200,multi,50,uniform,19,,10000,3.962104082107544
2200,multi,50,uniform,20,,10000,4.361129999160767
2200,multi,50,uniform,21,,10000,4.218358039855957
2200,multi,50,uniform,22,-389.0,10000,4.396712303161621
2200,multi,50,uniform,23,,10000,3.9317595958709717
2200,multi,50,uniform,24,,10000,3.8771164417266846
2200,multi,50,uniform,25,-376.0,10000,4.568737745285034
2200,multi,50,uniform,26,,10000,4.24043607711792
2200,multi,50,uniform,27,,10000,3.924365997314453
2200,multi,50,uniform,28,,10000,4.020054340362549
2200,multi,50,uniform,29,,10000,4.0291907787323
2200,multi,50,uniform,0,,10000,3.9187378883361816
2200,multi,50,uniform,1,,10000,4.286447286605835
