instance,alg,pop,diversity,run,best,n_evals,time
2200,single,10,random_replacement,0,-368.0,40025,2.7652196884155273
2200,single,10,random_replacement,1,-377.0,15610,1.0695340633392334
2200,single,10,random_replacement,2,-366.0,14532,1.0032527446746826
2200,single,10,random_replacement,3,-367.0,55074,3.785137414932251
2200,single,10,random_replacement,4,-371.0,16081,1.0989065170288086
2200,single,10,random_replacement,5,-378.0,38089,2.5958433151245117
2200,single,10,random_replacement,6,-355.0,40704,2.7851617336273193
2200,single,10,random_replacement,7,-379.0,53454,3.642557144165039
2200,single,10,random_replacement,8,-357.0,47592,3.2622125148773193
2200,single,10,random_replacement,9,-372.0,35645,2.449979782104492
2200,single,10,random_replacement,10,-369.0,46826,3.234295129776001
2200,single,10,random_replacement,11,-351.0,47568,3.262787103652954
2200,single,10,random_replacement,12,-376.0,44450,3.04715895652771
2200,single,10,random_replacement,13,-374.0,43614,2.979090929031372
2200,single,10,random_replacement,14,-373.0,26233,1.7942650318145752
2200,single,10,random_replacement,15,-366.0,21484,1.474639892578125
2200,single,10,random_replacement,16,-386.0,67709,4.630321979522705
2200,single,10,random_replacement,17,-373.0,70356,4.81835412979126
2200,single,10,random_replacement,18,-352.0,13138,0.8995223045349121
2200,single,10,random_replacement,19,-364.0,26679,1.8329293727874756
2200,single,10,random_replacement,20,-385.0,46069,3.2156012058258057
2200,single,10,random_replacement,21,-373.0,46118,3.168208599090576
2200,single,10,random_replacement,22,-382.0,47142,3.232264518737793
2200,single,10,random_replacement,23,-382.0,65409,4.47281289100647
2200,single,10,random_replacement,24,-358.0,23682,1.6278719902038574
2200,single,10,random_replacement,25,-359.0,27219,1.8560457229614258
2200,single,10,random_replacement,26,-348.0,27873,1.9112186431884766
2200,single,10,random_replacement,27,-380.0,27991,1.913693904876709
2200,single,10,random_replacement,28,-365.0,36735,2.5285086631774902
2200,single,10,random_replacement,29,-370.0,12777,0.880178689956665
2200,single,10,fitness_sharing,0,-371.0,33452,2.306950807571411
2200,single,10,fitness_sharing,1,-377.0,32198,2.199798822402954
2200,single,10,fitness_sharing,2,-358.0,39479,2.7123780250549316
2200,single,10,fitness_sharing,3,-375.0,22185,1.5274746417999268
2200,single,10,fitness_sharing,4,-349.0,37145,2.534872531890869
2200,single,10,fitness_sharing,5,-363.0,51568,3.54213809967041
2200,single,10,fitness_sharing,6,-370.0,54113,3.707210063934326
2200,single,10,fitness_sharing,7,-364.0,43061,2.948148727416992
2200,single,10,fitness_sharing,8,-389.0,56456,3.8726966381073
2200,single,10,fitness_sharing,9,-359.0,45597,3.1222312450408936
2200,single,10,fitness_sharing,10,-273.0,10000,8.608290672302246
2200,single,10,fitness_sharing,11,-365.0,32740,2.2471749782562256
