instance,alg,pop,diversity,run,best,n_evals,time
2103,single,10,random_replacement,0,45.0,10000,0.03173518180847168
2103,single,10,random_replacement,1,45.0,10007,0.03058147430419922
2103,single,10,random_replacement,2,45.0,10003,0.03048419952392578
2103,single,10,random_replacement,3,45.0,10006,0.031142711639404297
2103,single,10,random_replacement,4,45.0,10003,0.030972957611083984
2103,single,10,random_replacement,5,45.0,10009,0.03046107292175293
2103,single,10,random_replacement,6,45.0,10000,0.0306551456451416
2103,single,10,random_replacement,7,45.0,10013,0.030637502670288086
2103,single,10,random_replacement,8,45.0,10006,0.030644655227661133
2103,single,10,random_replacement,9,45.0,10002,0.031027793884277344
2103,single,10,random_replacement,10,45.0,10001,0.030889034271240234
2103,single,10,random_replacement,11,45.0,10004,0.030468463897705078
2103,single,10,random_replacement,12,45.0,10010,0.0314023494720459
2103,single,10,random_replacement,13,45.0,10011,0.03069591522216797
2103,single,10,random_replacement,14,45.0,10007,0.03054189682006836
2103,single,10,random_replacement,15,45.0,10004,0.030102014541625977
2103,single,10,random_replacement,16,45.0,10012,0.03103494644165039
2103,single,10,random_replacement,17,45.0,10012,0.030687332153320312
2103,single,10,random_replacement,18,45.0,10018,0.03026437759399414
2103,single,10,random_replacement,19,45.0,10000,0.0306241512298584
2103,single,10,random_replacement,20,45.0,10000,0.030344486236572266
2103,single,10,random_replacement,21,45.0,10004,0.030692577362060547
2103,single,10,random_replacement,22,45.0,10003,0.030639171600341797
2103,single,10,random_replacement,23,45.0,10002,0.030855894088745117
2103,single,10,random_replacement,24,45.0,10000,0.03078174591064453
2103,single,10,random_replacement,25,45.0,10013,0.031265974044799805
2103,single,10,random_replacement,26,45.0,10007,0.030460834503173828
2103,single,10,random_replacement,27,45.0,10006,0.03080129623413086
2103,single,10,random_replacement,28,45.0,10013,0.030418872833251953
2103,single,10,random_replacement,29,45.0,10001,0.03061532974243164
2103,single,10,fitness_sharing,0,45.0,10000,0.05928754806518555
2103,single,10,fitness_sharing,1,45.0,10009,0.05851173400878906
2103,single,10,fitness_sharing,2,45.0,10008,0.05730247497558594
2103,single,10,fitness_sharing,3,45.0,10000,0.0577390193939209
2103,single,10,fitness_sharing,4,45.0,10007,0.05831098556518555
2103,single,10,fitness_sharing,5,45.0,10002,0.059488534927368164
2103,single,10,fitness_sharing,6,45.0,10003,0.05867409706115723
2103,single,10,fitness_sharing,7,45.0,10001,0.05671954154968262
2103,single,10,fitness_sharing,8,45.0,10021,0.0586850643157959
2103,single,10,fitness_sharing,9,45.0,10007,0.059040069580078125
2103,single,10,fitness_sharing,10,45.0,10002,0.05864357948303223
2103,single,10,fitness_sharing,11,45.0,10004,0.05821037292480469
2103,single,10,fitness_sharing,12,45.0,10014,0.0567929744720459
2103,single,10,fitness_sharing,13,45.0,10004,0.05865621566772461
2103,single,10,fitness_sharing,14,45.0,10019,0.05846381187438965
2103,single,10,fitness_sharing,15,45.0,10007,0.058886051177978516
2103,single,10,fitness_sharing,16,45.0,10012,0.05730891227722168
2103,single,10,fitness_sharing,17,45.0,10005,0.0596466064453125
2103,single,10,fitness_sharing,18,45.0,10012,0.0569765567779541
2103,single,10,fitness_sharing,19,45.0,10002,0.0573275089263916
2103,single,10,fitness_sharing,20,45.0,10019,0.05834031105041504
2103,single,10,fitness_sharing,21,45.0,10011,0.05860137939453125
2103,single,10,fitness_sharing,22,45.0,10017,0.05858302116394043
2103,single,10,fitness_sharing,23,45.0,10012,0.058591365814208984
2103,single,10,fitness_sharing,24,45.0,10004,0.05828452110290527
2103,single,10,fitness_sharing,25,45.0,10022,0.05875706672668457
2103,single,10,fitness_sharing,26,45.0,10019,0.058214426040649414
2103,single,10,fitness_sharing,27,45.0,10019,0.05828499794006348
2103,single,10,fitness_sharing,28,45.0,10012,0.05754876136779785
2103,single,10,fitness_sharing,29,45.0,10012,0.056427001953125
2103,single,10,tournament,0,45.0,10004,0.032767534255981445
2103,single,10,tournament,1,45.0,10001,0.03153061866760254
2103,single,10,tournament,2,45.0,10001,0.031346797943115234
2103,single,10,tournament,3,45.0,10006,0.03159523010253906
2103,single,10,tournament,4,45.0,10000,0.031966447830200195
2103,single,10,tournament,5,45.0,10002,0.0316622257232666
2103,single,10,tournament,6,45.0,10004,0.03147697448730469
2103,single,10,tournament,7,45.0,10000,0.03156542778015137
2103,single,10,tournament,8,45.0,10004,0.03132271766662598
2103,single,10,tournament,9,45.0,10002,0.03243875503540039
2103,single,10,tournament,10,45.0,10001,0.03145885467529297
2103,single,10,tournament,11,45.0,10010,0.031708717346191406
2103,single,10,tournament,12,45.0,10000,0.03141331672668457
2103,single,10,tournament,13,45.0,10012,0.031388282775878906
2103,single,10,tournament,14,45.0,10012,0.03237175941467285
2103,single,10,tournament,15,45.0,10001,0.03137540817260742
2103,single,10,tournament,16,45.0,10005,0.03202533721923828
2103,single,10,tournament,17,45.0,10004,0.03156709671020508
2103,single,10,tournament,18,45.0,10005,0.031325340270996094
2103,single,10,tournament,19,45.0,10013,0.03162097930908203
2103,single,10,tournament,20,45.0,10030,0.03219485282897949
2103,single,10,tournament,21,45.0,10009,0.031331539154052734
2103,single,10,tournament,22,45.0,10005,0.03175020217895508
2103,single,10,tournament,23,45.0,10007,0.031511545181274414
2103,single,10,tournament,24,45.0,10002,0.031233787536621094
2103,single,10,tournament,25,45.0,10001,0.031982421875
2103,single,10,tournament,26,45.0,10005,0.0324709415435791
2103,single,10,tournament,27,45.0,10004,0.03205561637878418
2103,single,10,tournament,28,45.0,10007,0.031151533126831055
2103,single,10,tournament,29,45.0,10006,0.03180646896362305
2103,single,20,random_replacement,0,45.0,10018,0.031368255615234375
2103,single,20,random_replacement,1,45.0,10004,0.03030252456665039
2103,single,20,random_replacement,2,45.0,10007,0.0302126407623291
2103,single,20,random_replacement,3,45.0,10003,0.030915021896362305
2103,single,20,random_replacement,4,45.0,10010,0.03060293197631836
2103,single,20,random_replacement,5,45.0,10007,0.030398130416870117
2103,single,20,random_replacement,6,45.0,10003,0.030688762664794922
2103,single,20,random_replacement,7,45.0,10006,0.030297517776489258
2103,single,20,random_replacement,8,45.0,10007,0.030410289764404297
2103,single,20,random_replacement,9,45.0,10002,0.031019926071166992
2103,single,20,random_replacement,10,45.0,10003,0.031158447265625
2103,single,20,random_replacement,11,45.0,10012,0.030352115631103516
2103,single,20,random_replacement,12,45.0,10009,0.030790090560913086
2103,single,20,random_replacement,13,45.0,10005,0.030701398849487305
2103,single,20,random_replacement,14,45.0,10007,0.03142118453979492
2103,single,20,random_replacement,15,45.0,10002,0.03102707862854004
