instance,alg,pop,selection,run,best,n_evals,time
2100,multi,10,uniform,0,7.0,10000,0.419391393661499
2100,multi,10,uniform,1,23.0,10000,0.48282861709594727
2100,multi,10,uniform,2,7.0,10000,0.4530212879180908
2100,multi,10,uniform,3,28.0,10000,0.42463207244873047
2100,multi,10,uniform,4,18.0,10000,0.4149632453918457
2100,multi,10,uniform,5,15.0,10000,0.4213099479675293
2100,multi,10,uniform,6,11.0,10000,0.4906454086303711
2100,multi,10,uniform,7,5.0,10000,0.3883531093597412
2100,multi,10,uniform,8,17.0,10000,0.40171360969543457
2100,multi,10,uniform,9,7.0,10000,0.4550163745880127
2100,multi,10,uniform,10,18.0,10000,0.4484217166900635
2100,multi,10,uniform,11,14.0,10000,0.4244048595428467
2100,multi,10,uniform,12,3.0,10000,0.4244868755340576
2100,multi,10,uniform,13,19.0,10000,0.42762136459350586
2100,multi,10,uniform,14,22.0,10000,0.42116641998291016
2100,multi,10,uniform,15,29.0,10000,0.42294907569885254
2100,multi,10,uniform,16,30.0,10000,0.4896059036254883
2100,multi,10,uniform,17,18.0,10000,0.45451903343200684
2100,multi,10,uniform,18,19.0,10000,0.44342589378356934
2100,multi,10,uniform,19,14.0,10000,0.42148518562316895
2100,multi,10,uniform,20,24.0,10000,0.4364306926727295
2100,multi,10,uniform,21,24.0,10000,0.4409370422363281
2100,multi,10,uniform,22,20.0,10000,0.43274688720703125
2100,multi,10,uniform,23,25.0,10000,0.4770851135253906
2100,multi,10,uniform,24,18.0,10000,0.4007070064544678
2100,multi,10,uniform,25,0.0,10000,0.5139362812042236
2100,multi,10,uniform,26,12.0,10000,0.41029953956604004
2100,multi,10,uniform,27,25.0,10000,0.4198927879333496
2100,multi,10,uniform,28,9.0,10000,0.42238497734069824
2100,multi,10,uniform,29,23.0,10000,0.41826581954956055
2100,multi,10,uniform,0,11.0,10000,0.4272334575653076
2100,multi,10,uniform,1,26.0,10000,0.45190882682800293
2100,multi,10,uniform,2,16.0,10000,0.45211195945739746
2100,multi,10,uniform,3,19.0,10000,0.16443848609924316
2100,multi,10,uniform,4,31.0,10000,0.14914894104003906
2100,multi,10,uniform,5,17.0,10000,0.15520691871643066
2100,multi,10,uniform,6,22.0,10000,0.14952373504638672
2100,multi,10,uniform,7,25.0,10000,0.15407514572143555
2100,multi,10,uniform,8,7.0,10000,0.14993023872375488
2100,multi,10,uniform,9,17.0,10000,0.14324665069580078
2100,multi,10,uniform,10,14.0,10000,0.1496741771697998
2100,multi,10,uniform,11,18.0,10000,0.1460106372833252
2100,multi,10,uniform,12,29.0,10000,0.14915013313293457
2100,multi,10,uniform,13,18.0,10000,0.15269851684570312
2100,multi,10,uniform,14,26.0,10000,0.1508347988128662
2100,multi,10,uniform,15,12.0,10000,0.15262079238891602
2100,multi,10,uniform,16,5.0,10000,0.15252089500427246
2100,multi,10,uniform,17,28.0,10000,0.14593863487243652
2100,multi,10,uniform,18,21.0,10000,0.14962244033813477
2100,multi,10,uniform,19,16.0,10000,0.15091609954833984
2100,multi,10,uniform,20,30.0,10000,0.14668869972229004
2100,multi,10,uniform,21,38.0,10000,0.14709210395812988
2100,multi,10,uniform,22,17.0,10000,0.15259075164794922
2100,multi,10,uniform,23,22.0,10000,0.14649629592895508
2100,multi,10,uniform,24,13.0,10000,0.15143966674804688
2100,multi,10,uniform,25,2.0,10000,0.1525864601135254
2100,multi,10,uniform,26,27.0,10000,0.15500092506408691
2100,multi,10,uniform,27,17.0,10000,0.14253544807434082
2100,multi,10,uniform,28,17.0,10000,0.21197962760925293
2100,multi,10,uniform,29,25.0,10000,0.14825177192687988
2100,multi,10,uniform,0,26.0,10000,0.14882135391235352
2100,multi,10,uniform,1,24.0,10000,0.14900422096252441
2100,multi,10,uniform,2,22.0,10000,0.14590883255004883
2100,multi,10,uniform,3,12.0,10000,0.1479654312133789
2100,multi,10,uniform,4,22.0,10000,0.14955520629882812
2100,multi,10,uniform,5,8.0,10000,0.15253663063049316
2100,multi,10,uniform,6,24.0,10000,0.1514899730682373
2100,multi,10,uniform,7,9.0,10000,0.1482224464416504
2100,multi,10,uniform,8,0.0,10000,0.15444445610046387
2100,multi,10,uniform,9,18.0,10000,0.15203237533569336
2100,multi,10,uniform,10,21.0,10000,0.14961862564086914
2100,multi,10,uniform,11,20.0,10000,0.1483306884765625
2100,multi,10,uniform,12,11.0,10000,0.15361595153808594
2100,multi,10,uniform,13,9.0,10000,0.1573011875152588
2100,multi,10,uniform,14,0.0,10000,0.15113425254821777
2100,multi,10,uniform,15,24.0,10000,0.1545870304107666
2100,multi,10,uniform,16,0.0,10000,0.1508045196533203
2100,multi,10,uniform,17,14.0,10000,0.1507556438446045
2100,multi,10,uniform,18,10.0,10000,0.14818763732910156
2100,multi,10,uniform,19,31.0,10000,0.1479933261871338
2100,multi,10,uniform,20,16.0,10000,0.14371538162231445
2100,multi,10,uniform,21,28.0,10000,0.15114974975585938
2100,multi,10,uniform,22,25.0,10000,0.1504824161529541
2100,multi,10,uniform,23,3.0,10000,0.151381254196167
2100,multi,10,uniform,24,34.0,10000,0.14826440811157227
2100,multi,10,uniform,25,34.0,10000,0.14707398414611816
2100,multi,10,uniform,26,3.0,10000,0.15031814575195312
2100,multi,10,uniform,27,0.0,10000,0.1472322940826416
2100,multi,10,uniform,28,26.0,10000,0.1500241756439209
2100,multi,10,uniform,29,0.0,10000,0.14365148544311523
2100,multi,20,uniform,0,0.0,10000,0.1740279197692871
2100,multi,20,uniform,1,13.0,10000,0.19139957427978516
2100,multi,20,uniform,2,22.0,10000,0.17586421966552734
2100,multi,20,uniform,3,32.0,10000,0.18589353561401367
2100,multi,20,uniform,4,24.0,10000,0.17595767974853516
2100,multi,20,uniform,5,14.0,10000,0.14892578125
2100,multi,20,uniform,6,27.0,10000,0.13723182678222656
2100,multi,20,uniform,7,20.0,10000,0.14858603477478027
2100,multi,20,uniform,8,25.0,10000,0.16803336143493652
2100,multi,20,uniform,9,12.0,10000,0.16824054718017578
2100,multi,20,uniform,10,0.0,10000,0.16316533088684082
2100,multi,20,uniform,11,5.0,10000,0.18919730186462402
2100,multi,20,uniform,12,0.0,10000,0.14865851402282715
2100,multi,20,uniform,13,23.0,10000,0.1569380760192871
2100,multi,20,uniform,14,14.0,10000,0.19514060020446777
2100,multi,20,uniform,15,22.0,10000,0.16243696212768555
2100,multi,20,uniform,16,7.0,10000,0.18789434432983398
2100,multi,20,uniform,17,34.0,10000,0.17124509811401367
