instance,alg,pop,diversity,run,best,n_evals,time
2202,single,10,random_replacement,0,42.0,10004,0.03206062316894531
2202,single,10,random_replacement,1,42.0,10007,0.0319972038269043
2202,single,10,random_replacement,2,42.0,10003,0.031989336013793945
2202,single,10,random_replacement,3,42.0,10018,0.031157970428466797
2202,single,10,random_replacement,4,42.0,10004,0.03121805191040039
2202,single,10,random_replacement,5,42.0,10004,0.031069040298461914
2202,single,10,random_replacement,6,41.0,10003,0.030007123947143555
2202,single,10,random_replacement,7,42.0,10002,0.03120732307434082
2202,single,10,random_replacement,8,42.0,10007,0.031031131744384766
2202,single,10,random_replacement,9,42.0,10031,0.03075718879699707
2202,single,10,random_replacement,10,42.0,10007,0.031053781509399414
2202,single,10,random_replacement,11,42.0,10001,0.031214237213134766
2202,single,10,random_replacement,12,42.0,10011,0.03048110008239746
2202,single,10,random_replacement,13,42.0,10007,0.03029465675354004
2202,single,10,random_replacement,14,42.0,10005,0.03040289878845215
2202,single,10,random_replacement,15,42.0,10003,0.030970096588134766
2202,single,10,random_replacement,16,42.0,10009,0.03125739097595215
2202,single,10,random_replacement,17,42.0,10000,0.030376434326171875
2202,single,10,random_replacement,18,42.0,10003,0.030371427536010742
2202,single,10,random_replacement,19,42.0,10011,0.030640840530395508
2202,single,10,random_replacement,20,42.0,10012,0.03041362762451172
2202,single,10,random_replacement,21,42.0,10007,0.030298471450805664
2202,single,10,random_replacement,22,42.0,10000,0.03060770034790039
2202,single,10,random_replacement,23,41.0,10004,0.030287981033325195
2202,single,10,random_replacement,24,42.0,10001,0.029974937438964844
2202,single,10,random_replacement,25,42.0,10001,0.030893564224243164
2202,single,10,random_replacement,26,41.0,10048,0.030392885208129883
2202,single,10,random_replacement,27,42.0,10013,0.030820131301879883
2202,single,10,random_replacement,28,42.0,10011,0.03044891357421875
2202,single,10,random_replacement,29,42.0,10014,0.031150102615356445
2202,single,10,fitness_sharing,0,42.0,10003,0.060521841049194336
2202,single,10,fitness_sharing,1,42.0,10000,0.05838155746459961
2202,single,10,fitness_sharing,2,41.0,10003,0.058350563049316406
2202,single,10,fitness_sharing,3,42.0,10003,0.05942940711975098
2202,single,10,fitness_sharing,4,42.0,10000,0.057459115982055664
2202,single,10,fitness_sharing,5,42.0,10000,0.057355642318725586
2202,single,10,fitness_sharing,6,42.0,10005,0.05871725082397461
2202,single,10,fitness_sharing,7,42.0,10007,0.057962894439697266
2202,single,10,fitness_sharing,8,42.0,10010,0.05724072456359863
2202,single,10,fitness_sharing,9,42.0,10019,0.05788230895996094
2202,single,10,fitness_sharing,10,42.0,10002,0.06696820259094238
2202,single,10,fitness_sharing,11,42.0,10015,0.0600743293762207
2202,single,10,fitness_sharing,12,42.0,10002,0.058123111724853516
2202,single,10,fitness_sharing,13,42.0,10019,0.05983138084411621
2202,single,10,fitness_sharing,14,42.0,10006,0.05776095390319824
2202,single,10,fitness_sharing,15,42.0,10001,0.05809450149536133
2202,single,10,fitness_sharing,16,41.0,10008,0.05926322937011719
2202,single,10,fitness_sharing,17,42.0,10010,0.05780982971191406
2202,single,10,fitness_sharing,18,42.0,10014,0.056955814361572266
2202,single,10,fitness_sharing,19,41.0,10005,0.05661916732788086
2202,single,10,fitness_sharing,20,42.0,10011,0.05929374694824219
2202,single,10,fitness_sharing,21,42.0,10006,0.058770179748535156
2202,single,10,fitness_sharing,22,42.0,10001,0.05828380584716797
2202,single,10,fitness_sharing,23,42.0,10010,0.06023669242858887
2202,single,10,fitness_sharing,24,41.0,10000,0.05798912048339844
2202,single,10,fitness_sharing,25,42.0,10003,0.05762743949890137
2202,single,10,fitness_sharing,26,41.0,10012,0.05823779106140137
2202,single,10,fitness_sharing,27,42.0,10001,0.057799339294433594
2202,single,10,fitness_sharing,28,42.0,10017,0.05740761756896973
2202,single,10,fitness_sharing,29,41.0,10006,0.05670499801635742
2202,single,10,tournament,0,41.0,10003,0.03158402442932129
2202,single,10,tournament,1,42.0,10007,0.03190183639526367
2202,single,10,tournament,2,42.0,10005,0.03173995018005371
2202,single,10,tournament,3,42.0,10006,0.03154134750366211
2202,single,10,tournament,4,42.0,10014,0.03148818016052246
2202,single,10,tournament,5,41.0,10001,0.03127622604370117
2202,single,10,tournament,6,42.0,10004,0.03191947937011719
2202,single,10,tournament,7,42.0,10000,0.03179287910461426
2202,single,10,tournament,8,42.0,10009,0.031159639358520508
2202,single,10,tournament,9,42.0,10000,0.031150102615356445
2202,single,10,tournament,10,42.0,10004,0.032623291015625
2202,single,10,tournament,11,42.0,10000,0.0313878059387207
2202,single,10,tournament,12,42.0,10010,0.03210783004760742
2202,single,10,tournament,13,42.0,10000,0.032686471939086914
2202,single,10,tournament,14,42.0,10014,0.03226208686828613
2202,single,10,tournament,15,42.0,10006,0.0330965518951416
2202,single,10,tournament,16,42.0,10005,0.03178238868713379
2202,single,10,tournament,17,42.0,10003,0.031160354614257812
2202,single,10,tournament,18,42.0,10007,0.03168535232543945
2202,single,10,tournament,19,42.0,10000,0.03123021125793457
2202,single,10,tournament,20,42.0,10014,0.03275179862976074
2202,single,10,tournament,21,42.0,10006,0.03148770332336426
2202,single,10,tournament,22,42.0,10008,0.03127789497375488
2202,single,10,tournament,23,41.0,10014,0.03117847442626953
2202,single,10,tournament,24,42.0,10011,0.031452178955078125
2202,single,10,tournament,25,42.0,10007,0.03204536437988281
2202,single,10,tournament,26,42.0,10001,0.03138923645019531
2202,single,10,tournament,27,42.0,10000,0.0320429801940918
