instance,alg,pop,diversity,run,best,n_evals,time
2102,single,10,random_replacement,0,493.0,10000,0.34854912757873535
2102,single,10,random_replacement,1,504.0,10000,0.400587797164917
2102,single,10,random_replacement,2,527.0,10000,0.3858528137207031
2102,single,10,random_replacement,3,510.0,10000,0.33220791816711426
2102,single,10,random_replacement,4,520.0,10000,0.38298678398132324
2102,single,10,random_replacement,5,515.0,10000,0.3510885238647461
2102,single,10,random_replacement,6,525.0,10000,0.33449625968933105
2102,single,10,random_replacement,7,496.0,10000,0.30818676948547363
2102,single,10,random_replacement,8,523.0,10000,0.3861541748046875
2102,single,10,random_replacement,9,516.0,10000,0.3036642074584961
2102,single,10,random_replacement,10,524.0,10000,0.43434929847717285
2102,single,10,random_replacement,11,517.0,10000,0.34650278091430664
2102,single,10,random_replacement,12,511.0,10000,0.35747218132019043
2102,single,10,random_replacement,13,498.0,10000,0.31252336502075195
2102,single,10,random_replacement,14,497.0,10000,0.3412055969238281
2102,single,10,random_replacement,15,505.0,10000,0.36531734466552734
2102,single,10,random_replacement,16,518.0,10000,0.38468217849731445
2102,single,10,random_replacement,17,-5.0,10000,0.2610619068145752
2102,single,10,random_replacement,18,491.0,10000,0.34062767028808594
2102,single,10,random_replacement,19,-1.0,10000,0.3117523193359375
2102,single,10,random_replacement,20,506.0,10000,0.3767967224121094
2102,single,10,random_replacement,21,502.0,10000,0.3793771266937256
2102,single,10,random_replacement,22,-6.0,10000,0.2684340476989746
2102,single,10,random_replacement,23,512.0,10000,0.3982720375061035
2102,single,10,random_replacement,24,523.0,10000,0.4017055034637451
2102,single,10,random_replacement,25,-2.0,10000,0.2949051856994629
2102,single,10,random_replacement,26,515.0,10000,0.40578675270080566
2102,single,10,random_replacement,27,523.0,10000,0.3553135395050049
2102,single,10,random_replacement,28,502.0,10000,0.4340231418609619
2102,single,10,random_replacement,29,514.0,10000,0.43645787239074707
2102,single,10,fitness_sharing,0,514.0,10000,2.1053128242492676
2102,single,10,fitness_sharing,1,530.0,10000,1.8555233478546143
2102,single,10,fitness_sharing,2,506.0,10000,1.8709139823913574
2102,single,10,fitness_sharing,3,521.0,10000,1.7900922298431396
2102,single,10,fitness_sharing,4,527.0,10000,2.0364725589752197
2102,single,10,fitness_sharing,5,519.0,10000,1.4631540775299072
2102,single,10,fitness_sharing,6,529.0,10000,1.6652700901031494
2102,single,10,fitness_sharing,7,531.0,10000,2.373795986175537
2102,single,10,fitness_sharing,8,529.0,10000,1.8658146858215332
2102,single,10,fitness_sharing,9,523.0,10000,2.188278913497925
2102,single,10,fitness_sharing,10,529.0,10000,2.191566228866577
2102,single,10,fitness_sharing,11,524.0,10000,2.0314652919769287
2102,single,10,fitness_sharing,12,525.0,10000,2.1421401500701904
2102,single,10,fitness_sharing,13,537.0,10000,1.918936014175415
2102,single,10,fitness_sharing,14,531.0,10000,2.472141742706299
2102,single,10,fitness_sharing,15,505.0,10000,1.1406710147857666
2102,single,10,fitness_sharing,16,525.0,10000,2.1536877155303955
2102,single,10,fitness_sharing,17,532.0,10000,1.9059357643127441
2102,single,10,fitness_sharing,18,518.0,10000,1.875032901763916
2102,single,10,fitness_sharing,19,517.0,10000,2.1641416549682617
2102,single,10,fitness_sharing,20,537.0,10000,2.193516969680786
2102,single,10,fitness_sharing,21,522.0,10000,1.996974229812622
2102,single,10,fitness_sharing,22,513.0,10000,1.9801266193389893
2102,single,10,fitness_sharing,23,526.0,10000,2.3084657192230225
2102,single,10,fitness_sharing,24,519.0,10000,2.2501280307769775
2102,single,10,fitness_sharing,25,514.0,10000,2.1453115940093994
2102,single,10,fitness_sharing,26,530.0,10000,2.226867198944092
2102,single,10,fitness_sharing,27,524.0,10000,1.966207504272461
2102,single,10,fitness_sharing,28,526.0,10000,2.169356346130371
2102,single,10,fitness_sharing,29,526.0,10000,2.224191904067993
2102,single,10,tournament,0,524.0,10000,0.41161513328552246
2102,single,10,tournament,1,526.0,10000,0.39189815521240234
2102,single,10,tournament,2,528.0,10000,0.35378170013427734
2102,single,10,tournament,3,508.0,10000,0.3521730899810791
