evaluations raw_y
1 -273164.1000000000
3 -266988.1000000000
7 -257399.1000000000
22 -256825.1000000000
45 -250918.1000000000
62 -245574.1000000000
64 -242509.1000000000
136 -240777.1000000000
159 -238300.1000000000
211 -237949.1000000000
231 -235968.1000000000
257 -231492.1000000000
260 -227995.1000000000
327 -227401.1000000000
340 -225444.1000000000
353 -224045.1000000000
355 -221635.1000000000
402 -220262.1000000000
407 -220061.1000000000
413 -213272.1000000000
432 -207849.1000000000
586 -206863.1000000000
594 -201547.1000000000
660 -198867.1000000000
661 -198791.1000000000
703 -197275.1000000000
708 -194537.1000000000
758 -193079.1000000000
787 -190004.1000000000
807 -189899.1000000000
839 -188738.1000000000
855 -188079.1000000000
903 -187472.1000000000
907 -187195.1000000000
923 -186009.1000000000
957 -184961.1000000000
959 -182201.1000000000
982 -180191.1000000000
1117 -179801.1000000000
1140 -178011.1000000000
1153 -177470.1000000000
1201 -176853.1000000000
1203 -173305.1000000000
1277 -173099.1000000000
1308 -172881.1000000000
1328 -172210.1000000000
1333 -172111.1000000000
1372 -170511.1000000000
1383 -169935.1000000000
1431 -169726.1000000000
1438 -168661.1000000000
1463 -166421.1000000000
1522 -160944.1000000000
1729 -160800.1000000000
1802 -160450.1000000000
1825 26262.6279493656
1869 26310.5125737326
1908 26571.2760646359
1920 27339.7039139380
2179 27377.3903503729
2303 27468.1032309867
2422 27740.0998404670
2441 28010.6647977423
2751 28123.7345373168
2856 28813.7043260460
3063 28837.7973381373
3122 28839.1819984534
3136 28937.6564678957
3195 29145.1881287954
3513 29211.0480566694
3582 29388.2938890402
3736 29391.0622670020
3807 29514.9124278954
4102 29633.3854755012
4108 30005.3170987357
4430 30159.3618903843
4652 30243.8277148023
5013 30335.0878648992
5086 30421.8476571081
5162 30597.8317593613
5319 30616.6014633939
5709 30627.2639759609
5772 30987.1194967936
6062 31116.8254402523
6759 31251.9769904155
7317 31411.3788681854
7549 31434.5058260735
7683 31446.6974211734
8978 31472.0607237114
9008 31869.9229347906
9292 31887.7411080303
10000 -164983.1000000000
evaluations raw_y
1 -268204.1000000000
4 -268144.1000000000
7 -265507.1000000000
14 -252936.1000000000
57 -250138.1000000000
82 -249522.1000000000
108 -248322.1000000000
124 -244429.1000000000
126 -233403.1000000000
284 -218014.1000000000
306 -213491.1000000000
423 -213476.1000000000
452 -212548.1000000000
460 -211032.1000000000
471 -204793.1000000000
576 -200189.1000000000
623 -195899.1000000000
699 -195870.1000000000
702 -190286.1000000000
737 -185043.1000000000
807 -183088.1000000000
860 -182308.1000000000
909 -179811.1000000000
956 -178754.1000000000
966 -176746.1000000000
1008 -175804.1000000000
1053 -173808.1000000000
1170 -172466.1000000000
1207 -172262.1000000000
1249 -170366.1000000000
1310 -169165.1000000000
1405 -168512.1000000000
1419 -167960.1000000000
1491 -164605.1000000000
1560 -163859.1000000000
1582 -163819.1000000000
1597 -163284.1000000000
1602 -161613.1000000000
1677 -161262.1000000000
1691 25343.2714883909
1818 26267.2589712084
1844 26307.0134121123
2125 26641.7281569036
2215 26696.5293220245
2266 26983.7713499888
2494 27324.1384681623
2525 27352.6175423429
2575 28325.1612002901
2960 28340.4931547428
3034 28382.8063286887
3184 28884.8335504055
3761 28971.6075718587
3920 29310.2168764867
4043 29733.1476654767
5080 29888.2849807135
5585 30179.2062370860
6928 30339.6197177729
7591 30386.5084969151
7679 30595.7689572138
7797 30763.9330223885
8567 31061.5399484825
8877 31240.3667409969
9785 31361.8826020704
10000 -160408.1000000000
evaluations raw_y
1 -265438.1000000000
32 -249692.1000000000
153 -246373.1000000000
176 -241525.1000000000
226 -241279.1000000000
227 -232878.1000000000
316 -231283.1000000000
399 -229960.1000000000
405 -220531.1000000000
460 -219264.1000000000
507 -217968.1000000000
510 -216324.1000000000
531 -210041.1000000000
633 -203474.1000000000
740 -200891.1000000000
799 -200851.1000000000
812 -197519.1000000000
824 -194918.1000000000
860 -192722.1000000000
863 -190508.1000000000
959 -189156.1000000000
1011 -185936.1000000000
1073 -184981.1000000000
1079 -183895.1000000000
1128 -182586.1000000000
1168 -181084.1000000000
1219 -179339.1000000000
1283 -177356.1000000000
1321 -171824.1000000000
1433 -169532.1000000000
1590 -167995.1000000000
1592 -164909.1000000000
1733 -163356.1000000000
1884 -163323.1000000000
1906 -160053.1000000000
1992 -159995.1000000000
2002 26192.1909720293
2112 26989.0145365433
2313 27203.4862014190
2357 27345.6186958866
2465 27450.8025478243
2564 27587.6176371511
2659 27771.8241519805
2670 28207.8589213748
3164 28263.8365864245
3193 28271.9657040289
3214 28449.5071156482
3240 28455.2408857030
3301 28664.8593061058
3344 28701.5293374687
3359 28989.4177359313
3415 29724.1558850207
3632 30011.3766279220
4154 30052.2659770391
4257 30237.0068873671
4267 30275.0764309545
4625 30384.8621379253
4750 30640.1798213439
5073 30755.2176332327
5177 31186.5702390811
5703 31216.5627676781
5997 31224.9426424861
6176 31236.4125461895
6205 31559.6071972869
6639 31699.3145196510
6828 31980.2724875843
7184 32069.8880451635
7413 32107.2506164689
9724 32113.6030943449
10000 -161857.1000000000
evaluations raw_y
1 -288818.1000000000
2 -272909.1000000000
4 -255890.1000000000
37 -250573.1000000000
56 -246671.1000000000
106 -244720.1000000000
109 -236760.1000000000
157 -224069.1000000000
202 -219228.1000000000
314 -217287.1000000000
365 -206048.1000000000
453 -202496.1000000000
497 -194416.1000000000
664 -194412.1000000000
670 -191259.1000000000
682 -190245.1000000000
715 -189117.1000000000
786 -177383.1000000000
964 -174071.1000000000
1106 -172531.1000000000
1163 -172009.1000000000
1230 -171276.1000000000
1279 -171226.1000000000
1289 -170916.1000000000
1321 -170615.1000000000
1347 -167700.1000000000
1485 -166552.1000000000
1508 -166442.1000000000
1553 -166269.1000000000
1562 -164431.1000000000
1608 -164417.1000000000
1669 -164212.1000000000
1730 -163600.1000000000
1747 -162594.1000000000
1815 -161829.1000000000
1886 -161548.1000000000
1926 27143.2655506499
2082 27386.2992417735
2158 27757.1003937091
2344 27881.8119179981
2458 27914.4429444738
2745 28092.7013830739
2783 28231.3280861398
2816 28376.0500336382
2896 28863.8360450721
3436 28886.2521310006
3660 28984.8971604138
3751 29086.5877808547
3964 29344.7339241842
4108 29812.7794029414
4980 30020.3703950436
5018 30249.8151989802
5500 30375.0236840364
5689 30823.8335024373
6562 31003.4720663115
6741 31137.4487518388
7186 31350.0454159542
7776 31350.5020431740
7782 31398.5759237432
7889 31739.3271339028
8342 32058.8127120212
8910 32060.4862806305
9670 32090.9373930224
9889 32205.1713804201
10000 -160401.1000000000
evaluations raw_y
1 -307981.1000000000
2 -287354.1000000000
3 -269215.1000000000
5 -258033.1000000000
6 -257559.1000000000
8 -243297.1000000000
123 -236668.1000000000
150 -234965.1000000000
223 -233671.1000000000
285 -231810.1000000000
314 -230505.1000000000
315 -223506.1000000000
358 -223292.1000000000
370 -218134.1000000000
437 -216684.1000000000
480 -209673.1000000000
517 -206313.1000000000
598 -206086.1000000000
611 -205337.1000000000
627 -198320.1000000000
703 -197904.1000000000
707 -196558.1000000000
750 -196454.1000000000
757 -195860.1000000000
772 -194132.1000000000
780 -191561.1000000000
819 -187754.1000000000
875 -185834.1000000000
900 -184846.1000000000
1014 -184641.1000000000
1061 -183038.1000000000
1066 -180189.1000000000
1161 -177542.1000000000
1205 -176991.1000000000
1217 -174789.1000000000
1306 -174450.1000000000
1310 -174153.1000000000
1356 -173235.1000000000
1386 -172343.1000000000
1398 -172137.1000000000
1464 -170508.1000000000
1502 -169951.1000000000
1535 -169376.1000000000
1568 -168859.1000000000
1579 -167628.1000000000
1594 -166958.1000000000
1693 -166897.1000000000
1719 -165746.1000000000
1726 -163822.1000000000
1753 -163537.1000000000
1808 -163140.1000000000
1909 -162539.1000000000
1967 -162171.1000000000
2016 -162115.1000000000
2031 -161219.1000000000
2065 -161144.1000000000
2078 -160320.1000000000
2123 -159993.1000000000
2152 24190.9328222907
2168 26720.7188744719
2209 26856.6317835646
2363 26894.4740955708
2364 27446.6875548749
2605 28138.4895365352
3589 28938.4786163430
4028 28965.2364535677
4039 29114.5869771439
4134 29380.1464661245
4311 29952.5937456547
4882 30428.9991407113
5166 30520.9892596494
6374 30773.3508332561
6871 30869.7737042466
6908 31022.6316517775
7005 31390.4372971816
7210 31566.9170004957
7668 31599.3236032493
8035 31615.5472370989
8100 31671.3698016805
8585 31754.3595175766
8850 31759.8755435372
9458 31801.9030431276
9545 31806.7640870889
10000 -162581.1000000000
evaluations raw_y
1 -290648.1000000000
2 -262925.1000000000
5 -260356.1000000000
9 -259699.1000000000
18 -254358.1000000000
49 -252558.1000000000
77 -252371.1000000000
88 -247687.1000000000
154 -245661.1000000000
157 -244552.1000000000
177 -242276.1000000000
179 -239666.1000000000
243 -236139.1000000000
247 -230904.1000000000
303 -230245.1000000000
320 -217586.1000000000
342 -213823.1000000000
396 -210901.1000000000
416 -205368.1000000000
578 -202485.1000000000
605 -201348.1000000000
651 -200903.1000000000
660 -200116.1000000000
670 -196385.1000000000
706 -196106.1000000000
754 -195504.1000000000
758 -194886.1000000000
763 -193936.1000000000
766 -188775.1000000000
811 -183218.1000000000
955 -182287.1000000000
994 -177322.1000000000
1118 -177145.1000000000
1173 -176984.1000000000
1178 -176232.1000000000
1179 -175802.1000000000
1207 -174886.1000000000
1213 -173027.1000000000
1239 -172394.1000000000
1258 -172305.1000000000
1302 -171557.1000000000
1321 -171152.1000000000
1339 -170542.1000000000
1373 -168213.1000000000
1424 -167849.1000000000
1461 -166375.1000000000
1509 -165349.1000000000
1548 -164095.1000000000
1571 -163231.1000000000
1609 -163030.1000000000
1691 -160344.1000000000
1710 -160336.1000000000
1823 25483.2170816887
1873 25838.3186843598
1882 26101.3102081737
1949 26808.4925427477
2000 27144.2225786056
2052 27272.5202641244
2146 27366.3378855042
2181 27482.1960989293
2425 27848.6392330235
2444 27857.6590394537
2450 27897.8555133063
2547 28144.6317091208
2683 28169.7578074604
2783 28183.3152759914
2904 28406.0709634000
2905 28719.7081607192
2917 28992.9591280811
3137 29669.9293728981
3481 29759.2904955426
3638 29862.9318136552
3671 29968.1934761516
4915 30372.9744830746
4987 30722.4310022685
5123 30739.8828316653
5168 31064.9637013942
5846 31227.3587598276
6126 31309.4195362075
6428 31583.8220222682
7564 31872.0679666970
8337 31969.5776054089
8461 32034.3923291057
9737 32167.5243967540
10000 29798.2208573338
evaluations raw_y
1 -292888.1000000000
2 -245081.1000000000
79 -242615.1000000000
148 -230835.1000000000
201 -226339.1000000000
275 -222370.1000000000
330 -221526.1000000000
357 -219951.1000000000
365 -218633.1000000000
398 -216570.1000000000
413 -215249.1000000000
447 -209939.1000000000
472 -203823.1000000000
551 -203759.1000000000
554 -197498.1000000000
580 -196487.1000000000
695 -189314.1000000000
828 -186940.1000000000
905 -183008.1000000000
933 -181780.1000000000
1017 -179594.1000000000
1026 -176326.1000000000
1155 -176086.1000000000
1175 -174263.1000000000
1228 -173832.1000000000
1238 -173651.1000000000
1274 -171616.1000000000
1323 -170896.1000000000
1343 -170466.1000000000
1358 -170449.1000000000
1363 -169184.1000000000
1372 -166520.1000000000
1424 -165733.1000000000
1460 -163929.1000000000
1536 -163023.1000000000
1574 -162960.1000000000
1606 -161572.1000000000
1608 -161035.1000000000
1659 -160470.1000000000
1717 28016.5898236540
1944 28417.4767537363
2038 28586.3535424122
2220 28909.3187469129
2695 29021.9869164957
2977 29662.1206367151
3179 29700.6309819317
3261 30111.2190144020
3791 30186.6446202969
3910 30286.8691183828
4021 30492.0234068863
4174 30538.8211004712
4349 30565.2442978726
4400 30817.3508639489
5597 31233.3377086662
6165 31311.3795690568
6179 31379.6308394546
6275 31443.8877360145
6298 31478.5823722431
6377 31587.5328634504
6606 31869.9141111815
6862 32117.4058104800
7028 32228.8979270905
7494 32389.4587739237
8241 32400.6019555778
9436 32552.9474888184
10000 31221.0182119825
evaluations raw_y
1 -291196.1000000000
2 -268255.1000000000
5 -263611.1000000000
27 -261863.1000000000
32 -259414.1000000000
45 -259187.1000000000
67 -257741.1000000000
71 -256421.1000000000
79 -253348.1000000000
103 -251326.1000000000
142 -243651.1000000000
169 -242074.1000000000
214 -238522.1000000000
260 -235945.1000000000
302 -225962.1000000000
352 -223228.1000000000
381 -219255.1000000000
438 -218633.1000000000
466 -213020.1000000000
519 -211163.1000000000
583 -211013.1000000000
606 -209711.1000000000
628 -202121.1000000000
652 -199716.1000000000
704 -199124.1000000000
756 -197147.1000000000
819 -195018.1000000000
847 -189466.1000000000
853 -189436.1000000000
856 -188818.1000000000
975 -186848.1000000000
1048 -184203.1000000000
1065 -184154.1000000000
1100 -183232.1000000000
1107 -183169.1000000000
1147 -178468.1000000000
1197 -178314.1000000000
1273 -176025.1000000000
1336 -175663.1000000000
1339 -174877.1000000000
1353 -173239.1000000000
1479 -172761.1000000000
1484 -172711.1000000000
1485 -172065.1000000000
1515 -171386.1000000000
1523 -171323.1000000000
1543 -169737.1000000000
1582 -169007.1000000000
1624 -168944.1000000000
1689 -166441.1000000000
1760 -164524.1000000000
1847 -164451.1000000000
1867 -164261.1000000000
1882 -163629.1000000000
1914 -163038.1000000000
1918 25423.3789309126
1992 25446.7854134428
2058 26004.7184491412
2166 26104.8057907672
2223 26249.4996639194
2270 26707.1444790673
2513 26724.2737115857
2615 26959.7506766032
2693 27105.0583757225
2754 27424.4829096890
2760 27894.1469092945
3018 27970.4501391808
3157 28030.3955963287
3273 28295.0032020305
3340 28557.4685961797
3386 28990.1795014267
3679 29095.6662644332
3870 29659.8924695735
4178 29719.9987004139
4556 29826.7667451687
4926 29865.6556545902
5044 29881.5868837808
5209 30286.7356091350
6001 30545.6978477907
6105 30730.1870986487
6425 30833.3050877135
