instance,alg,pop,selection,run,best,n_evals,time
2202,multi,10,uniform,0,16.01999999999999,10000,24.916677474975586
2202,multi,10,uniform,1,62.79999999999999,10000,25.6709942817688
2202,multi,10,uniform,2,16.219999999999995,10000,26.71353268623352
2202,multi,10,uniform,3,49.47000000000002,10000,25.069847106933594
2202,multi,10,uniform,4,39.160000000000004,10000,25.619457721710205
2202,multi,10,uniform,5,1.4900000000000002,10000,26.440147638320923
2202,multi,10,uniform,6,10.659999999999995,10000,24.486907243728638
2202,multi,10,uniform,7,43.89000000000003,10000,26.59817671775818
2202,multi,10,uniform,8,23.97999999999999,10000,25.97515082359314
2202,multi,10,uniform,9,39.96000000000001,10000,25.568597316741943
2202,multi,10,uniform,10,60.41,10000,25.72244906425476
2202,multi,10,uniform,11,74.05,10000,25.64704656600952
2202,multi,10,uniform,12,48.47999999999999,10000,25.155465841293335
2202,multi,10,uniform,13,7.839999999999995,10000,25.78137469291687
2202,multi,10,uniform,14,5.809999999999997,10000,25.38018822669983
2202,multi,10,uniform,15,41.58000000000002,10000,25.46804189682007
2202,multi,10,uniform,16,0.0,10000,25.437251567840576
2202,multi,10,uniform,17,2.2499999999999973,10000,26.04967212677002
2202,multi,10,uniform,18,20.869999999999997,10000,25.077853441238403
2202,multi,10,uniform,19,47.85000000000001,10000,26.145270824432373
