evaluations raw_y
1 -2851.0000000000
4 -356.2063915783
5 1191.0231238352
6 2190.8306935156
9 2452.8810144756
10 2660.4996094092
11 2761.3908443720
13 3686.0803407547
17 5454.5648966517
18 6036.0299005663
22 8670.3778997721
25 11711.8410471319
35 12423.3049767164
37 12599.0077016187
47 13162.4328169351
48 14302.4598570261
55 17650.6234979465
61 18284.4887658400
65 19777.4181050938
66 21858.7541194065
82 22154.4474441386
91 22563.6569939996
104 22634.5508063505
120 23012.2283732113
122 23348.9349207904
136 23494.7666043884
141 24187.6961379898
282 24287.9839606340
540 24407.5997793707
588 24542.7736344112
653 24653.2502161985
1684 24743.3835413597
1714 24763.4514570588
4035 24863.7340293385
9773 24941.5865864995
9840 24974.5194263186
10000 2102.5457986015
