instance,alg,pop,selection,run,best,n_evals,time
2102,multi,10,uniform,0,-45.0,10000,0.5978810787200928
2102,multi,10,uniform,1,,10000,0.6057655811309814
2102,multi,10,uniform,2,,10000,0.5923409461975098
2102,multi,10,uniform,3,,10000,0.5879213809967041
2102,multi,10,uniform,4,,10000,0.6007091999053955
2102,multi,10,uniform,5,,10000,0.5908198356628418
2102,multi,10,uniform,6,,10000,0.5904922485351562
2102,multi,10,uniform,7,-45.0,10000,0.5976316928863525
2102,multi,10,uniform,8,,10000,0.5944957733154297
2102,multi,10,uniform,9,-47.0,10000,0.5909864902496338
2102,multi,10,uniform,10,-40.0,10000,0.6092090606689453
2102,multi,10,uniform,11,,10000,0.5980613231658936
2102,multi,10,uniform,12,,10000,0.5918400287628174
2102,multi,10,uniform,13,,10000,0.5895566940307617
2102,multi,10,uniform,14,,10000,0.5885860919952393
2102,multi,10,uniform,15,,10000,0.5975301265716553
2102,multi,10,uniform,16,,10000,0.5890955924987793
2102,multi,10,uniform,17,-41.0,10000,0.5987763404846191
2102,multi,10,uniform,18,,10000,0.5953028202056885
2102,multi,10,uniform,19,-43.0,10000,0.5895812511444092
2102,multi,10,uniform,20,,10000,0.5927290916442871
2102,multi,10,uniform,21,-44.0,10000,0.6024017333984375
2102,multi,10,uniform,22,,10000,0.5951430797576904
2102,multi,10,uniform,23,,10000,0.6034071445465088
2102,multi,10,uniform,24,-48.0,10000,0.6027536392211914
2102,multi,10,uniform,25,,10000,0.593768835067749
2102,multi,10,uniform,26,,10000,0.6068346500396729
2102,multi,10,uniform,27,,10000,0.6013967990875244
2102,multi,10,uniform,28,,10000,0.5913639068603516
2102,multi,10,uniform,29,,10000,0.5932435989379883
2102,multi,10,uniform,0,-44.0,10000,0.5927400588989258
2102,multi,10,uniform,1,-45.0,10000,0.5915970802307129
2102,multi,10,uniform,2,,10000,0.5908257961273193
2102,multi,10,uniform,3,-49.0,10000,0.5887413024902344
2102,multi,10,uniform,4,-39.0,10000,0.5905928611755371
2102,multi,10,uniform,5,-40.0,10000,0.5940327644348145
2102,multi,10,uniform,6,-47.0,10000,0.596874475479126
2102,multi,10,uniform,7,,10000,0.5900380611419678
2102,multi,10,uniform,8,-49.0,10000,0.5883357524871826
2102,multi,10,uniform,9,,10000,0.5857901573181152
2102,multi,10,uniform,10,,10000,0.5902752876281738
2102,multi,10,uniform,11,-38.0,10000,0.5929319858551025
2102,multi,10,uniform,12,,10000,0.5895664691925049
2102,multi,10,uniform,13,,10000,0.5955870151519775
2102,multi,10,uniform,14,,10000,0.589916467666626
2102,multi,10,uniform,15,,10000,0.5908257961273193
2102,multi,10,uniform,16,,10000,0.5865952968597412
2102,multi,10,uniform,17,,10000,0.5900115966796875
2102,multi,10,uniform,18,,10000,0.5908401012420654
2102,multi,10,uniform,19,,10000,0.596571683883667
2102,multi,10,uniform,20,-49.0,10000,0.5950782299041748
2102,multi,10,uniform,21,-48.0,10000,0.5876975059509277
2102,multi,10,uniform,22,,10000,0.5931482315063477
2102,multi,10,uniform,23,,10000,0.5965149402618408
2102,multi,10,uniform,24,,10000,0.5970532894134521
2102,multi,10,uniform,25,-45.0,10000,0.5866744518280029
2102,multi,10,uniform,26,-48.0,10000,0.5856218338012695
2102,multi,10,uniform,27,,10000,0.5838608741760254
2102,multi,10,uniform,28,,10000,0.5898702144622803
2102,multi,10,uniform,29,,10000,0.589160680770874
2102,multi,10,uniform,0,-43.0,10000,0.5957660675048828
2102,multi,10,uniform,1,,10000,0.6037328243255615
2102,multi,10,uniform,2,-40.0,10000,0.5932893753051758
2102,multi,10,uniform,3,,10000,0.5847799777984619
2102,multi,10,uniform,4,,10000,0.5900421142578125
2102,multi,10,uniform,5,,10000,0.5916602611541748
2102,multi,10,uniform,6,-45.0,10000,0.5915615558624268
2102,multi,10,uniform,7,,10000,0.5845029354095459
2102,multi,10,uniform,8,,10000,0.589061975479126
2102,multi,10,uniform,9,,10000,0.6012058258056641
2102,multi,10,uniform,10,,10000,0.5934302806854248
2102,multi,10,uniform,11,,10000,0.5913496017456055
2102,multi,10,uniform,12,-46.0,10000,0.5928828716278076
2102,multi,10,uniform,13,,10000,0.5916340351104736
2102,multi,10,uniform,14,,10000,0.5904331207275391
2102,multi,10,uniform,15,,10000,0.5963685512542725
2102,multi,10,uniform,16,-42.0,10000,0.5916926860809326
2102,multi,10,uniform,17,,10000,0.5895247459411621
2102,multi,10,uniform,18,,10000,0.5870730876922607
