instance,alg,pop,diversity,run,best,n_evals,time
2101,single,10,random_replacement,0,418.0,10000,0.295163631439209
2101,single,10,random_replacement,1,415.0,10000,0.34526586532592773
2101,single,10,random_replacement,2,413.0,10000,0.3332066535949707
2101,single,10,random_replacement,3,416.0,10000,0.3087952136993408
2101,single,10,random_replacement,4,410.0,10000,0.33513808250427246
2101,single,10,random_replacement,5,416.0,10000,0.32012510299682617
2101,single,10,random_replacement,6,414.0,10000,0.3445627689361572
2101,single,10,random_replacement,7,420.0,10000,0.3117074966430664
2101,single,10,random_replacement,8,411.0,10000,0.33875489234924316
2101,single,10,random_replacement,9,412.0,10000,0.3545680046081543
2101,single,10,random_replacement,10,421.0,10000,0.3838679790496826
2101,single,10,random_replacement,11,412.0,10000,0.3029778003692627
2101,single,10,random_replacement,12,412.0,10000,0.2920205593109131
2101,single,10,random_replacement,13,408.0,10000,0.2901322841644287
2101,single,10,random_replacement,14,414.0,10000,0.28366923332214355
2101,single,10,random_replacement,15,425.0,10000,0.3058183193206787
2101,single,10,random_replacement,16,420.0,10000,0.3329582214355469
2101,single,10,random_replacement,17,408.0,10000,0.25403642654418945
2101,single,10,random_replacement,18,416.0,10000,0.3259134292602539
2101,single,10,random_replacement,19,406.0,10000,0.30623960494995117
2101,single,10,random_replacement,20,416.0,10000,0.3219413757324219
2101,single,10,random_replacement,21,412.0,10000,0.34378576278686523
2101,single,10,random_replacement,22,412.0,10000,0.3044857978820801
2101,single,10,random_replacement,23,425.0,10000,0.33019232749938965
2101,single,10,random_replacement,24,422.0,10000,0.3604598045349121
2101,single,10,random_replacement,25,411.0,10000,0.286773681640625
2101,single,10,random_replacement,26,414.0,10000,0.3267512321472168
2101,single,10,random_replacement,27,416.0,10000,0.3199574947357178
2101,single,10,random_replacement,28,424.0,10000,0.35050249099731445
2101,single,10,random_replacement,29,414.0,10000,0.32753872871398926
2101,single,10,fitness_sharing,0,425.0,10000,1.9045791625976562
2101,single,10,fitness_sharing,1,422.0,10000,1.7168927192687988
2101,single,10,fitness_sharing,2,422.0,10000,1.958707332611084
2101,single,10,fitness_sharing,3,427.0,10000,1.7117915153503418
2101,single,10,fitness_sharing,4,426.0,10000,1.9307725429534912
2101,single,10,fitness_sharing,5,420.0,10000,1.5810134410858154
2101,single,10,fitness_sharing,6,423.0,10000,1.6197702884674072
2101,single,10,fitness_sharing,7,414.0,10000,2.034034013748169
2101,single,10,fitness_sharing,8,413.0,10000,2.0596580505371094
2101,single,10,fitness_sharing,9,422.0,10000,1.8564915657043457
2101,single,10,fitness_sharing,10,426.0,10000,1.82674241065979
2101,single,10,fitness_sharing,11,422.0,10000,1.9691340923309326
2101,single,10,fitness_sharing,12,416.0,10000,2.0269267559051514
2101,single,10,fitness_sharing,13,417.0,10000,1.6032354831695557
2101,single,10,fitness_sharing,14,421.0,10000,1.9680237770080566
2101,single,10,fitness_sharing,15,425.0,10000,1.7467100620269775
2101,single,10,fitness_sharing,16,425.0,10000,1.883765697479248
2101,single,10,fitness_sharing,17,424.0,10000,1.547112226486206
2101,single,10,fitness_sharing,18,424.0,10000,1.572234869003296
2101,single,10,fitness_sharing,19,424.0,10000,1.7758030891418457
2101,single,10,fitness_sharing,20,427.0,10000,1.7978417873382568
2101,single,10,fitness_sharing,21,421.0,10000,1.6949946880340576
2101,single,10,fitness_sharing,22,419.0,10000,1.7677814960479736
2101,single,10,fitness_sharing,23,416.0,10000,1.8610122203826904
2101,single,10,fitness_sharing,24,412.0,10000,1.7777860164642334
2101,single,10,fitness_sharing,25,419.0,10000,1.7675840854644775
2101,single,10,fitness_sharing,26,420.0,10000,1.7939000129699707
2101,single,10,fitness_sharing,27,415.0,10000,1.5574514865875244
2101,single,10,fitness_sharing,28,418.0,10000,1.8313307762145996
2101,single,10,fitness_sharing,29,417.0,10000,1.7987139225006104
2101,single,10,tournament,0,423.0,10000,0.3193042278289795
2101,single,10,tournament,1,434.0,10000,0.3156142234802246
2101,single,10,tournament,2,422.0,10000,0.3245975971221924
2101,single,10,tournament,3,426.0,10000,0.31519150733947754
2101,single,10,tournament,4,422.0,10000,0.3338942527770996
2101,single,10,tournament,5,417.0,10000,0.2866957187652588
2101,single,10,tournament,6,419.0,10000,0.2992587089538574
2101,single,10,tournament,7,417.0,10000,0.3092629909515381
